n,e*log(n),n,e*log(n) <= n
1.7750,1.5598,1.7750,Si
1.7760,1.5613,1.7760,Si
1.7770,1.5628,1.7770,Si
1.7780,1.5643,1.7780,Si
1.7790,1.5659,1.7790,Si
1.7800,1.5674,1.7800,Si
1.7810,1.5689,1.7810,Si
1.7820,1.5705,1.7820,Si
1.7830,1.5720,1.7830,Si
1.7840,1.5735,1.7840,Si
1.7850,1.5750,1.7850,Si
1.7860,1.5765,1.7860,Si
1.7870,1.5781,1.7870,Si
1.7880,1.5796,1.7880,Si
1.7890,1.5811,1.7890,Si
1.7900,1.5826,1.7900,Si
1.7910,1.5841,1.7910,Si
1.7920,1.5857,1.7920,Si
1.7930,1.5872,1.7930,Si
1.7940,1.5887,1.7940,Si
1.7950,1.5902,1.7950,Si
1.7960,1.5917,1.7960,Si
1.7970,1.5932,1.7970,Si
1.7980,1.5947,1.7980,Si
1.7990,1.5963,1.7990,Si
1.8000,1.5978,1.8000,Si
1.8010,1.5993,1.8010,Si
1.8020,1.6008,1.8020,Si
1.8030,1.6023,1.8030,Si
1.8040,1.6038,1.8040,Si
1.8050,1.6053,1.8050,Si
1.8060,1.6068,1.8060,Si
1.8070,1.6083,1.8070,Si
1.8080,1.6098,1.8080,Si
1.8090,1.6113,1.8090,Si
1.8100,1.6128,1.8100,Si
1.8110,1.6143,1.8110,Si
1.8120,1.6158,1.8120,Si
1.8130,1.6173,1.8130,Si
1.8140,1.6188,1.8140,Si
1.8150,1.6203,1.8150,Si
1.8160,1.6218,1.8160,Si
1.8170,1.6233,1.8170,Si
1.8180,1.6248,1.8180,Si
1.8190,1.6263,1.8190,Si
1.8200,1.6278,1.8200,Si
1.8210,1.6293,1.8210,Si
1.8220,1.6308,1.8220,Si
1.8230,1.6323,1.8230,Si
1.8240,1.6338,1.8240,Si
1.8250,1.6353,1.8250,Si
1.8260,1.6368,1.8260,Si
1.8270,1.6382,1.8270,Si
1.8280,1.6397,1.8280,Si
1.8290,1.6412,1.8290,Si
1.8300,1.6427,1.8300,Si
1.8310,1.6442,1.8310,Si
1.8320,1.6457,1.8320,Si
1.8330,1.6472,1.8330,Si
1.8340,1.6486,1.8340,Si
1.8350,1.6501,1.8350,Si
1.8360,1.6516,1.8360,Si
1.8370,1.6531,1.8370,Si
1.8380,1.6546,1.8380,Si
1.8390,1.6560,1.8390,Si
1.8400,1.6575,1.8400,Si
1.8410,1.6590,1.8410,Si
1.8420,1.6605,1.8420,Si
1.8430,1.6619,1.8430,Si
1.8440,1.6634,1.8440,Si
1.8450,1.6649,1.8450,Si
1.8460,1.6664,1.8460,Si
1.8470,1.6678,1.8470,Si
1.8480,1.6693,1.8480,Si
1.8490,1.6708,1.8490,Si
1.8500,1.6722,1.8500,Si
1.8510,1.6737,1.8510,Si
1.8520,1.6752,1.8520,Si
1.8530,1.6767,1.8530,Si
1.8540,1.6781,1.8540,Si
1.8550,1.6796,1.8550,Si
1.8560,1.6810,1.8560,Si
1.8570,1.6825,1.8570,Si
1.8580,1.6840,1.8580,Si
1.8590,1.6854,1.8590,Si
1.8600,1.6869,1.8600,Si
1.8610,1.6884,1.8610,Si
1.8620,1.6898,1.8620,Si
1.8630,1.6913,1.8630,Si
1.8640,1.6927,1.8640,Si
1.8650,1.6942,1.8650,Si
1.8660,1.6957,1.8660,Si
1.8670,1.6971,1.8670,Si
1.8680,1.6986,1.8680,Si
1.8690,1.7000,1.8690,Si
1.8700,1.7015,1.8700,Si
1.8710,1.7029,1.8710,Si
1.8720,1.7044,1.8720,Si
1.8730,1.7058,1.8730,Si
1.8740,1.7073,1.8740,Si
1.8750,1.7087,1.8750,Si
1.8760,1.7102,1.8760,Si
1.8770,1.7116,1.8770,Si
1.8780,1.7131,1.8780,Si
1.8790,1.7145,1.8790,Si
1.8800,1.7160,1.8800,Si
1.8810,1.7174,1.8810,Si
1.8820,1.7189,1.8820,Si
1.8830,1.7203,1.8830,Si
1.8840,1.7218,1.8840,Si
1.8850,1.7232,1.8850,Si
1.8860,1.7246,1.8860,Si
1.8870,1.7261,1.8870,Si
1.8880,1.7275,1.8880,Si
1.8890,1.7290,1.8890,Si
1.8900,1.7304,1.8900,Si
1.8910,1.7318,1.8910,Si
1.8920,1.7333,1.8920,Si
1.8930,1.7347,1.8930,Si
1.8940,1.7361,1.8940,Si
1.8950,1.7376,1.8950,Si
1.8960,1.7390,1.8960,Si
1.8970,1.7404,1.8970,Si
1.8980,1.7419,1.8980,Si
1.8990,1.7433,1.8990,Si
1.9000,1.7447,1.9000,Si
1.9010,1.7462,1.9010,Si
1.9020,1.7476,1.9020,Si
1.9030,1.7490,1.9030,Si
1.9040,1.7505,1.9040,Si
1.9050,1.7519,1.9050,Si
1.9060,1.7533,1.9060,Si
1.9070,1.7547,1.9070,Si
1.9080,1.7562,1.9080,Si
1.9090,1.7576,1.9090,Si
1.9100,1.7590,1.9100,Si
1.9110,1.7604,1.9110,Si
1.9120,1.7619,1.9120,Si
1.9130,1.7633,1.9130,Si
1.9140,1.7647,1.9140,Si
1.9150,1.7661,1.9150,Si
1.9160,1.7675,1.9160,Si
1.9170,1.7690,1.9170,Si
1.9180,1.7704,1.9180,Si
1.9190,1.7718,1.9190,Si
1.9200,1.7732,1.9200,Si
1.9210,1.7746,1.9210,Si
1.9220,1.7760,1.9220,Si
1.9230,1.7774,1.9230,Si
1.9240,1.7789,1.9240,Si
1.9250,1.7803,1.9250,Si
1.9260,1.7817,1.9260,Si
1.9270,1.7831,1.9270,Si
1.9280,1.7845,1.9280,Si
1.9290,1.7859,1.9290,Si
1.9300,1.7873,1.9300,Si
1.9310,1.7887,1.9310,Si
1.9320,1.7901,1.9320,Si
1.9330,1.7915,1.9330,Si
1.9340,1.7930,1.9340,Si
1.9350,1.7944,1.9350,Si
1.9360,1.7958,1.9360,Si
1.9370,1.7972,1.9370,Si
1.9380,1.7986,1.9380,Si
1.9390,1.8000,1.9390,Si
1.9400,1.8014,1.9400,Si
1.9410,1.8028,1.9410,Si
1.9420,1.8042,1.9420,Si
1.9430,1.8056,1.9430,Si
1.9440,1.8070,1.9440,Si
1.9450,1.8084,1.9450,Si
1.9460,1.8098,1.9460,Si
1.9470,1.8112,1.9470,Si
1.9480,1.8126,1.9480,Si
1.9490,1.8140,1.9490,Si
1.9500,1.8153,1.9500,Si
1.9510,1.8167,1.9510,Si
1.9520,1.8181,1.9520,Si
1.9530,1.8195,1.9530,Si
1.9540,1.8209,1.9540,Si
1.9550,1.8223,1.9550,Si
1.9560,1.8237,1.9560,Si
1.9570,1.8251,1.9570,Si
1.9580,1.8265,1.9580,Si
1.9590,1.8279,1.9590,Si
1.9600,1.8293,1.9600,Si
1.9610,1.8306,1.9610,Si
1.9620,1.8320,1.9620,Si
1.9630,1.8334,1.9630,Si
1.9640,1.8348,1.9640,Si
1.9650,1.8362,1.9650,Si
1.9660,1.8376,1.9660,Si
1.9670,1.8389,1.9670,Si
1.9680,1.8403,1.9680,Si
1.9690,1.8417,1.9690,Si
1.9700,1.8431,1.9700,Si
1.9710,1.8445,1.9710,Si
1.9720,1.8458,1.9720,Si
1.9730,1.8472,1.9730,Si
1.9740,1.8486,1.9740,Si
1.9750,1.8500,1.9750,Si
1.9760,1.8514,1.9760,Si
1.9770,1.8527,1.9770,Si
1.9780,1.8541,1.9780,Si
1.9790,1.8555,1.9790,Si
1.9800,1.8568,1.9800,Si
1.9810,1.8582,1.9810,Si
1.9820,1.8596,1.9820,Si
1.9830,1.8610,1.9830,Si
1.9840,1.8623,1.9840,Si
1.9850,1.8637,1.9850,Si
1.9860,1.8651,1.9860,Si
1.9870,1.8664,1.9870,Si
1.9880,1.8678,1.9880,Si
1.9890,1.8692,1.9890,Si
1.9900,1.8705,1.9900,Si
1.9910,1.8719,1.9910,Si
1.9920,1.8733,1.9920,Si
1.9930,1.8746,1.9930,Si
1.9940,1.8760,1.9940,Si
1.9950,1.8774,1.9950,Si
1.9960,1.8787,1.9960,Si
1.9970,1.8801,1.9970,Si
1.9980,1.8814,1.9980,Si
1.9990,1.8828,1.9990,Si
2.0000,1.8842,2.0000,Si
2.0010,1.8855,2.0010,Si
2.0020,1.8869,2.0020,Si
2.0030,1.8882,2.0030,Si
2.0040,1.8896,2.0040,Si
2.0050,1.8910,2.0050,Si
2.0060,1.8923,2.0060,Si
2.0070,1.8937,2.0070,Si
2.0080,1.8950,2.0080,Si
2.0090,1.8964,2.0090,Si
2.0100,1.8977,2.0100,Si
2.0110,1.8991,2.0110,Si
2.0120,1.9004,2.0120,Si
2.0130,1.9018,2.0130,Si
2.0140,1.9031,2.0140,Si
2.0150,1.9045,2.0150,Si
2.0160,1.9058,2.0160,Si
2.0170,1.9072,2.0170,Si
2.0180,1.9085,2.0180,Si
2.0190,1.9099,2.0190,Si
2.0200,1.9112,2.0200,Si
2.0210,1.9126,2.0210,Si
2.0220,1.9139,2.0220,Si
2.0230,1.9153,2.0230,Si
2.0240,1.9166,2.0240,Si
2.0250,1.9179,2.0250,Si
2.0260,1.9193,2.0260,Si
2.0270,1.9206,2.0270,Si
2.0280,1.9220,2.0280,Si
2.0290,1.9233,2.0290,Si
2.0300,1.9246,2.0300,Si
2.0310,1.9260,2.0310,Si
2.0320,1.9273,2.0320,Si
2.0330,1.9287,2.0330,Si
2.0340,1.9300,2.0340,Si
2.0350,1.9313,2.0350,Si
2.0360,1.9327,2.0360,Si
2.0370,1.9340,2.0370,Si
2.0380,1.9353,2.0380,Si
2.0390,1.9367,2.0390,Si
2.0400,1.9380,2.0400,Si
2.0410,1.9393,2.0410,Si
2.0420,1.9407,2.0420,Si
2.0430,1.9420,2.0430,Si
2.0440,1.9433,2.0440,Si
2.0450,1.9447,2.0450,Si
2.0460,1.9460,2.0460,Si
2.0470,1.9473,2.0470,Si
2.0480,1.9486,2.0480,Si
2.0490,1.9500,2.0490,Si
2.0500,1.9513,2.0500,Si
2.0510,1.9526,2.0510,Si
2.0520,1.9539,2.0520,Si
2.0530,1.9553,2.0530,Si
2.0540,1.9566,2.0540,Si
2.0550,1.9579,2.0550,Si
2.0560,1.9592,2.0560,Si
2.0570,1.9606,2.0570,Si
2.0580,1.9619,2.0580,Si
2.0590,1.9632,2.0590,Si
2.0600,1.9645,2.0600,Si
2.0610,1.9658,2.0610,Si
2.0620,1.9672,2.0620,Si
2.0630,1.9685,2.0630,Si
2.0640,1.9698,2.0640,Si
2.0650,1.9711,2.0650,Si
2.0660,1.9724,2.0660,Si
2.0670,1.9737,2.0670,Si
2.0680,1.9751,2.0680,Si
2.0690,1.9764,2.0690,Si
2.0700,1.9777,2.0700,Si
2.0710,1.9790,2.0710,Si
2.0720,1.9803,2.0720,Si
2.0730,1.9816,2.0730,Si
2.0740,1.9829,2.0740,Si
2.0750,1.9842,2.0750,Si
2.0760,1.9855,2.0760,Si
2.0770,1.9869,2.0770,Si
2.0780,1.9882,2.0780,Si
2.0790,1.9895,2.0790,Si
2.0800,1.9908,2.0800,Si
2.0810,1.9921,2.0810,Si
2.0820,1.9934,2.0820,Si
2.0830,1.9947,2.0830,Si
2.0840,1.9960,2.0840,Si
2.0850,1.9973,2.0850,Si
2.0860,1.9986,2.0860,Si
2.0870,1.9999,2.0870,Si
2.0880,2.0012,2.0880,Si
2.0890,2.0025,2.0890,Si
2.0900,2.0038,2.0900,Si
2.0910,2.0051,2.0910,Si
2.0920,2.0064,2.0920,Si
2.0930,2.0077,2.0930,Si
2.0940,2.0090,2.0940,Si
2.0950,2.0103,2.0950,Si
2.0960,2.0116,2.0960,Si
2.0970,2.0129,2.0970,Si
2.0980,2.0142,2.0980,Si
2.0990,2.0155,2.0990,Si
2.1000,2.0168,2.1000,Si
2.1010,2.0181,2.1010,Si
2.1020,2.0194,2.1020,Si
2.1030,2.0207,2.1030,Si
2.1040,2.0220,2.1040,Si
2.1050,2.0233,2.1050,Si
2.1060,2.0246,2.1060,Si
2.1070,2.0258,2.1070,Si
2.1080,2.0271,2.1080,Si
2.1090,2.0284,2.1090,Si
2.1100,2.0297,2.1100,Si
2.1110,2.0310,2.1110,Si
2.1120,2.0323,2.1120,Si
2.1130,2.0336,2.1130,Si
2.1140,2.0349,2.1140,Si
2.1150,2.0361,2.1150,Si
2.1160,2.0374,2.1160,Si
2.1170,2.0387,2.1170,Si
2.1180,2.0400,2.1180,Si
2.1190,2.0413,2.1190,Si
2.1200,2.0426,2.1200,Si
2.1210,2.0438,2.1210,Si
2.1220,2.0451,2.1220,Si
2.1230,2.0464,2.1230,Si
2.1240,2.0477,2.1240,Si
2.1250,2.0490,2.1250,Si
2.1260,2.0502,2.1260,Si
2.1270,2.0515,2.1270,Si
2.1280,2.0528,2.1280,Si
2.1290,2.0541,2.1290,Si
2.1300,2.0554,2.1300,Si
2.1310,2.0566,2.1310,Si
2.1320,2.0579,2.1320,Si
2.1330,2.0592,2.1330,Si
2.1340,2.0605,2.1340,Si
2.1350,2.0617,2.1350,Si
2.1360,2.0630,2.1360,Si
2.1370,2.0643,2.1370,Si
2.1380,2.0655,2.1380,Si
2.1390,2.0668,2.1390,Si
2.1400,2.0681,2.1400,Si
2.1410,2.0694,2.1410,Si
2.1420,2.0706,2.1420,Si
2.1430,2.0719,2.1430,Si
2.1440,2.0732,2.1440,Si
2.1450,2.0744,2.1450,Si
2.1460,2.0757,2.1460,Si
2.1470,2.0770,2.1470,Si
2.1480,2.0782,2.1480,Si
2.1490,2.0795,2.1490,Si
2.1500,2.0808,2.1500,Si
2.1510,2.0820,2.1510,Si
2.1520,2.0833,2.1520,Si
2.1530,2.0845,2.1530,Si
2.1540,2.0858,2.1540,Si
2.1550,2.0871,2.1550,Si
2.1560,2.0883,2.1560,Si
2.1570,2.0896,2.1570,Si
2.1580,2.0909,2.1580,Si
2.1590,2.0921,2.1590,Si
2.1600,2.0934,2.1600,Si
2.1610,2.0946,2.1610,Si
2.1620,2.0959,2.1620,Si
2.1630,2.0971,2.1630,Si
2.1640,2.0984,2.1640,Si
2.1650,2.0997,2.1650,Si
2.1660,2.1009,2.1660,Si
2.1670,2.1022,2.1670,Si
2.1680,2.1034,2.1680,Si
2.1690,2.1047,2.1690,Si
2.1700,2.1059,2.1700,Si
2.1710,2.1072,2.1710,Si
2.1720,2.1084,2.1720,Si
2.1730,2.1097,2.1730,Si
2.1740,2.1109,2.1740,Si
2.1750,2.1122,2.1750,Si
2.1760,2.1134,2.1760,Si
2.1770,2.1147,2.1770,Si
2.1780,2.1159,2.1780,Si
2.1790,2.1172,2.1790,Si
2.1800,2.1184,2.1800,Si
2.1810,2.1197,2.1810,Si
2.1820,2.1209,2.1820,Si
2.1830,2.1222,2.1830,Si
2.1840,2.1234,2.1840,Si
2.1850,2.1247,2.1850,Si
2.1860,2.1259,2.1860,Si
2.1870,2.1271,2.1870,Si
2.1880,2.1284,2.1880,Si
2.1890,2.1296,2.1890,Si
2.1900,2.1309,2.1900,Si
2.1910,2.1321,2.1910,Si
2.1920,2.1333,2.1920,Si
2.1930,2.1346,2.1930,Si
2.1940,2.1358,2.1940,Si
2.1950,2.1371,2.1950,Si
2.1960,2.1383,2.1960,Si
2.1970,2.1395,2.1970,Si
2.1980,2.1408,2.1980,Si
2.1990,2.1420,2.1990,Si
2.2000,2.1432,2.2000,Si
2.2010,2.1445,2.2010,Si
2.2020,2.1457,2.2020,Si
2.2030,2.1470,2.2030,Si
2.2040,2.1482,2.2040,Si
2.2050,2.1494,2.2050,Si
2.2060,2.1507,2.2060,Si
2.2070,2.1519,2.2070,Si
2.2080,2.1531,2.2080,Si
2.2090,2.1543,2.2090,Si
2.2100,2.1556,2.2100,Si
2.2110,2.1568,2.2110,Si
2.2120,2.1580,2.2120,Si
2.2130,2.1593,2.2130,Si
2.2140,2.1605,2.2140,Si
2.2150,2.1617,2.2150,Si
2.2160,2.1629,2.2160,Si
2.2170,2.1642,2.2170,Si
2.2180,2.1654,2.2180,Si
2.2190,2.1666,2.2190,Si
2.2200,2.1678,2.2200,Si
2.2210,2.1691,2.2210,Si
2.2220,2.1703,2.2220,Si
2.2230,2.1715,2.2230,Si
2.2240,2.1727,2.2240,Si
2.2250,2.1740,2.2250,Si
2.2260,2.1752,2.2260,Si
2.2270,2.1764,2.2270,Si
2.2280,2.1776,2.2280,Si
2.2290,2.1788,2.2290,Si
2.2300,2.1801,2.2300,Si
2.2310,2.1813,2.2310,Si
2.2320,2.1825,2.2320,Si
2.2330,2.1837,2.2330,Si
2.2340,2.1849,2.2340,Si
2.2350,2.1862,2.2350,Si
2.2360,2.1874,2.2360,Si
2.2370,2.1886,2.2370,Si
2.2380,2.1898,2.2380,Si
2.2390,2.1910,2.2390,Si
2.2400,2.1922,2.2400,Si
2.2410,2.1934,2.2410,Si
2.2420,2.1947,2.2420,Si
2.2430,2.1959,2.2430,Si
2.2440,2.1971,2.2440,Si
2.2450,2.1983,2.2450,Si
2.2460,2.1995,2.2460,Si
2.2470,2.2007,2.2470,Si
2.2480,2.2019,2.2480,Si
2.2490,2.2031,2.2490,Si
2.2500,2.2043,2.2500,Si
2.2510,2.2055,2.2510,Si
2.2520,2.2068,2.2520,Si
2.2530,2.2080,2.2530,Si
2.2540,2.2092,2.2540,Si
2.2550,2.2104,2.2550,Si
2.2560,2.2116,2.2560,Si
2.2570,2.2128,2.2570,Si
2.2580,2.2140,2.2580,Si
2.2590,2.2152,2.2590,Si
2.2600,2.2164,2.2600,Si
2.2610,2.2176,2.2610,Si
2.2620,2.2188,2.2620,Si
2.2630,2.2200,2.2630,Si
2.2640,2.2212,2.2640,Si
2.2650,2.2224,2.2650,Si
2.2660,2.2236,2.2660,Si
2.2670,2.2248,2.2670,Si
2.2680,2.2260,2.2680,Si
2.2690,2.2272,2.2690,Si
2.2700,2.2284,2.2700,Si
2.2710,2.2296,2.2710,Si
2.2720,2.2308,2.2720,Si
2.2730,2.2320,2.2730,Si
2.2740,2.2332,2.2740,Si
2.2750,2.2344,2.2750,Si
2.2760,2.2356,2.2760,Si
2.2770,2.2368,2.2770,Si
2.2780,2.2380,2.2780,Si
2.2790,2.2391,2.2790,Si
2.2800,2.2403,2.2800,Si
2.2810,2.2415,2.2810,Si
2.2820,2.2427,2.2820,Si
2.2830,2.2439,2.2830,Si
2.2840,2.2451,2.2840,Si
2.2850,2.2463,2.2850,Si
2.2860,2.2475,2.2860,Si
2.2870,2.2487,2.2870,Si
2.2880,2.2499,2.2880,Si
2.2890,2.2511,2.2890,Si
2.2900,2.2522,2.2900,Si
2.2910,2.2534,2.2910,Si
2.2920,2.2546,2.2920,Si
2.2930,2.2558,2.2930,Si
2.2940,2.2570,2.2940,Si
2.2950,2.2582,2.2950,Si
2.2960,2.2594,2.2960,Si
2.2970,2.2605,2.2970,Si
2.2980,2.2617,2.2980,Si
2.2990,2.2629,2.2990,Si
2.3000,2.2641,2.3000,Si
2.3010,2.2653,2.3010,Si
2.3020,2.2664,2.3020,Si
2.3030,2.2676,2.3030,Si
2.3040,2.2688,2.3040,Si
2.3050,2.2700,2.3050,Si
2.3060,2.2712,2.3060,Si
2.3070,2.2723,2.3070,Si
2.3080,2.2735,2.3080,Si
2.3090,2.2747,2.3090,Si
2.3100,2.2759,2.3100,Si
2.3110,2.2771,2.3110,Si
2.3120,2.2782,2.3120,Si
2.3130,2.2794,2.3130,Si
2.3140,2.2806,2.3140,Si
2.3150,2.2818,2.3150,Si
2.3160,2.2829,2.3160,Si
2.3170,2.2841,2.3170,Si
2.3180,2.2853,2.3180,Si
2.3190,2.2864,2.3190,Si
2.3200,2.2876,2.3200,Si
2.3210,2.2888,2.3210,Si
2.3220,2.2900,2.3220,Si
2.3230,2.2911,2.3230,Si
2.3240,2.2923,2.3240,Si
2.3250,2.2935,2.3250,Si
2.3260,2.2946,2.3260,Si
2.3270,2.2958,2.3270,Si
2.3280,2.2970,2.3280,Si
2.3290,2.2981,2.3290,Si
2.3300,2.2993,2.3300,Si
2.3310,2.3005,2.3310,Si
2.3320,2.3016,2.3320,Si
2.3330,2.3028,2.3330,Si
2.3340,2.3040,2.3340,Si
2.3350,2.3051,2.3350,Si
2.3360,2.3063,2.3360,Si
2.3370,2.3075,2.3370,Si
2.3380,2.3086,2.3380,Si
2.3390,2.3098,2.3390,Si
2.3400,2.3109,2.3400,Si
2.3410,2.3121,2.3410,Si
2.3420,2.3133,2.3420,Si
2.3430,2.3144,2.3430,Si
2.3440,2.3156,2.3440,Si
2.3450,2.3168,2.3450,Si
2.3460,2.3179,2.3460,Si
2.3470,2.3191,2.3470,Si
2.3480,2.3202,2.3480,Si
2.3490,2.3214,2.3490,Si
2.3500,2.3225,2.3500,Si
2.3510,2.3237,2.3510,Si
2.3520,2.3249,2.3520,Si
2.3530,2.3260,2.3530,Si
2.3540,2.3272,2.3540,Si
2.3550,2.3283,2.3550,Si
2.3560,2.3295,2.3560,Si
2.3570,2.3306,2.3570,Si
2.3580,2.3318,2.3580,Si
2.3590,2.3329,2.3590,Si
2.3600,2.3341,2.3600,Si
2.3610,2.3352,2.3610,Si
2.3620,2.3364,2.3620,Si
2.3630,2.3375,2.3630,Si
2.3640,2.3387,2.3640,Si
2.3650,2.3398,2.3650,Si
2.3660,2.3410,2.3660,Si
2.3670,2.3421,2.3670,Si
2.3680,2.3433,2.3680,Si
2.3690,2.3444,2.3690,Si
2.3700,2.3456,2.3700,Si
2.3710,2.3467,2.3710,Si
2.3720,2.3479,2.3720,Si
2.3730,2.3490,2.3730,Si
2.3740,2.3502,2.3740,Si
2.3750,2.3513,2.3750,Si
2.3760,2.3525,2.3760,Si
2.3770,2.3536,2.3770,Si
2.3780,2.3547,2.3780,Si
2.3790,2.3559,2.3790,Si
2.3800,2.3570,2.3800,Si
2.3810,2.3582,2.3810,Si
2.3820,2.3593,2.3820,Si
2.3830,2.3604,2.3830,Si
2.3840,2.3616,2.3840,Si
2.3850,2.3627,2.3850,Si
2.3860,2.3639,2.3860,Si
2.3870,2.3650,2.3870,Si
2.3880,2.3661,2.3880,Si
2.3890,2.3673,2.3890,Si
2.3900,2.3684,2.3900,Si
2.3910,2.3696,2.3910,Si
2.3920,2.3707,2.3920,Si
2.3930,2.3718,2.3930,Si
2.3940,2.3730,2.3940,Si
2.3950,2.3741,2.3950,Si
2.3960,2.3752,2.3960,Si
2.3970,2.3764,2.3970,Si
2.3980,2.3775,2.3980,Si
2.3990,2.3786,2.3990,Si
2.4000,2.3798,2.4000,Si
2.4010,2.3809,2.4010,Si
2.4020,2.3820,2.4020,Si
2.4030,2.3832,2.4030,Si
2.4040,2.3843,2.4040,Si
2.4050,2.3854,2.4050,Si
2.4060,2.3866,2.4060,Si
2.4070,2.3877,2.4070,Si
2.4080,2.3888,2.4080,Si
2.4090,2.3899,2.4090,Si
2.4100,2.3911,2.4100,Si
2.4110,2.3922,2.4110,Si
2.4120,2.3933,2.4120,Si
2.4130,2.3945,2.4130,Si
2.4140,2.3956,2.4140,Si
2.4150,2.3967,2.4150,Si
2.4160,2.3978,2.4160,Si
2.4170,2.3990,2.4170,Si
2.4180,2.4001,2.4180,Si
2.4190,2.4012,2.4190,Si
2.4200,2.4023,2.4200,Si
2.4210,2.4035,2.4210,Si
2.4220,2.4046,2.4220,Si
2.4230,2.4057,2.4230,Si
2.4240,2.4068,2.4240,Si
2.4250,2.4079,2.4250,Si
2.4260,2.4091,2.4260,Si
2.4270,2.4102,2.4270,Si
2.4280,2.4113,2.4280,Si
2.4290,2.4124,2.4290,Si
2.4300,2.4135,2.4300,Si
2.4310,2.4147,2.4310,Si
2.4320,2.4158,2.4320,Si
2.4330,2.4169,2.4330,Si
2.4340,2.4180,2.4340,Si
2.4350,2.4191,2.4350,Si
2.4360,2.4202,2.4360,Si
2.4370,2.4214,2.4370,Si
2.4380,2.4225,2.4380,Si
2.4390,2.4236,2.4390,Si
2.4400,2.4247,2.4400,Si
2.4410,2.4258,2.4410,Si
2.4420,2.4269,2.4420,Si
2.4430,2.4280,2.4430,Si
2.4440,2.4292,2.4440,Si
2.4450,2.4303,2.4450,Si
2.4460,2.4314,2.4460,Si
2.4470,2.4325,2.4470,Si
2.4480,2.4336,2.4480,Si
2.4490,2.4347,2.4490,Si
2.4500,2.4358,2.4500,Si
2.4510,2.4369,2.4510,Si
2.4520,2.4380,2.4520,Si
2.4530,2.4391,2.4530,Si
2.4540,2.4403,2.4540,Si
2.4550,2.4414,2.4550,Si
2.4560,2.4425,2.4560,Si
2.4570,2.4436,2.4570,Si
2.4580,2.4447,2.4580,Si
2.4590,2.4458,2.4590,Si
2.4600,2.4469,2.4600,Si
2.4610,2.4480,2.4610,Si
2.4620,2.4491,2.4620,Si
2.4630,2.4502,2.4630,Si
2.4640,2.4513,2.4640,Si
2.4650,2.4524,2.4650,Si
2.4660,2.4535,2.4660,Si
2.4670,2.4546,2.4670,Si
2.4680,2.4557,2.4680,Si
2.4690,2.4568,2.4690,Si
2.4700,2.4579,2.4700,Si
2.4710,2.4590,2.4710,Si
2.4720,2.4601,2.4720,Si
2.4730,2.4612,2.4730,Si
2.4740,2.4623,2.4740,Si
2.4750,2.4634,2.4750,Si
2.4760,2.4645,2.4760,Si
2.4770,2.4656,2.4770,Si
2.4780,2.4667,2.4780,Si
2.4790,2.4678,2.4790,Si
2.4800,2.4689,2.4800,Si
2.4810,2.4700,2.4810,Si
2.4820,2.4711,2.4820,Si
2.4830,2.4722,2.4830,Si
2.4840,2.4733,2.4840,Si
2.4850,2.4744,2.4850,Si
2.4860,2.4755,2.4860,Si
2.4870,2.4766,2.4870,Si
2.4880,2.4777,2.4880,Si
2.4890,2.4787,2.4890,Si
2.4900,2.4798,2.4900,Si
2.4910,2.4809,2.4910,Si
2.4920,2.4820,2.4920,Si
2.4930,2.4831,2.4930,Si
2.4940,2.4842,2.4940,Si
2.4950,2.4853,2.4950,Si
2.4960,2.4864,2.4960,Si
2.4970,2.4875,2.4970,Si
2.4980,2.4886,2.4980,Si
2.4990,2.4896,2.4990,Si
2.5000,2.4907,2.5000,Si
2.5010,2.4918,2.5010,Si
2.5020,2.4929,2.5020,Si
2.5030,2.4940,2.5030,Si
2.5040,2.4951,2.5040,Si
2.5050,2.4962,2.5050,Si
2.5060,2.4973,2.5060,Si
2.5070,2.4983,2.5070,Si
2.5080,2.4994,2.5080,Si
2.5090,2.5005,2.5090,Si
2.5100,2.5016,2.5100,Si
2.5110,2.5027,2.5110,Si
2.5120,2.5038,2.5120,Si
2.5130,2.5048,2.5130,Si
2.5140,2.5059,2.5140,Si
2.5150,2.5070,2.5150,Si
2.5160,2.5081,2.5160,Si
2.5170,2.5092,2.5170,Si
2.5180,2.5102,2.5180,Si
2.5190,2.5113,2.5190,Si
2.5200,2.5124,2.5200,Si
2.5210,2.5135,2.5210,Si
2.5220,2.5146,2.5220,Si
2.5230,2.5156,2.5230,Si
2.5240,2.5167,2.5240,Si
2.5250,2.5178,2.5250,Si
2.5260,2.5189,2.5260,Si
2.5270,2.5199,2.5270,Si
2.5280,2.5210,2.5280,Si
2.5290,2.5221,2.5290,Si
2.5300,2.5232,2.5300,Si
2.5310,2.5242,2.5310,Si
2.5320,2.5253,2.5320,Si
2.5330,2.5264,2.5330,Si
2.5340,2.5275,2.5340,Si
2.5350,2.5285,2.5350,Si
2.5360,2.5296,2.5360,Si
2.5370,2.5307,2.5370,Si
2.5380,2.5317,2.5380,Si
2.5390,2.5328,2.5390,Si
2.5400,2.5339,2.5400,Si
2.5410,2.5350,2.5410,Si
2.5420,2.5360,2.5420,Si
2.5430,2.5371,2.5430,Si
2.5440,2.5382,2.5440,Si
2.5450,2.5392,2.5450,Si
2.5460,2.5403,2.5460,Si
2.5470,2.5414,2.5470,Si
2.5480,2.5424,2.5480,Si
2.5490,2.5435,2.5490,Si
2.5500,2.5446,2.5500,Si
